,img_pos,texts
956,4781,"['A woman and two men are displayed on a small television', 'A picture of two guys and a girl Photoshopped onto a TV.', 'The people are watching a show on television. ', 'A small old fashioned TV with rabbit ears on a small stand.', 'A picture of three people inside an old-time TV set.']"
957,4786,"['A man pitching a baseball on top of a field.', 'A woman is preparing to throw the baseball at the game.', 'A baseball pitcher is in a position to throw the ball.', 'A baseball player in a red jersey winding up for a pitch.', 'A person throwing a baseball onto the field']"
958,4791,"['a big bowl on a table filled with broccoli ', 'A pan that has some meat and vegetables in it.', 'A metal pan of food that includes broccoli and nuts.', 'A broccoli based stir fry in a metal round pan with nuts on top.', 'A bowl of several different types of vegetables.']"
959,4796,"['A small boy with blonde hair eats an apple', 'This little boy wearing a jacket is holding a red apple. ', 'A little kid that is eating an apple.', 'a small blond boy has a red apple', 'The young boy is holding an apple with bites in it.']"
960,4801,"['some dessert is laying out on a yellow and white plate', 'A plate containing a slice of dessert, two forks and some piped cream', 'Pastry sitting on top of a golden white plate with forks. ', 'Two forks on a plate of cake and cream.', 'THIS IS A PHOTO OF A DESERT PLATE FOR TWO']"
961,4806,"['A small child wears a helmet while riding a skateboard', 'An action photo of a child on a skateboard ramp.', 'A young girl in a helmet riding a skateboard.', 'A person is skateboarding while wearing a blue helmet.', 'A small child wearing a helmet skateboards at a skate park.']"
962,4811,"['A man riding a skateboard on top of pavement.', 'A skateboarder is taking a break at a skatepark. ', 'A man at a skate park with his foot on the side of the skateboard.', ""A person with their food on a skateboard that's on the ground."", 'A skateboarder with his foot on his board that is laying on its side.']"
963,4816,"['A young man standing on a skateboard wearing a hat.', 'A person in black pants and a purple shirt standing on a skateboard in a park area.', 'A young teenager is standing on his skateboard.', 'A young man is smiling for the camera while standing on his skateboard. ', 'A boy rides on a skateboard and smiles. ']"
964,4821,"['A hotdog with toppings served in a red basket', 'A view of a delicious hot dog and a drink. ', 'a container holding a hot dog next to a tall water glass ', 'A hot dog with lots of toppings is served in a red basket with a soda. ', 'A condiment filled hotdog is in a red basket next to an iced beverage.  ']"
965,4826,"['A gourmet hot dog presented with a side of couscous. ', 'There is a hot dog and some other food on the plate.', 'A hotdog in a bun sitting on a plate with some corn. ', 'A plate on a table with a hot dog and corn sitting on it', 'A hot dog pastry and a pile of vegtables ont he side']"
966,4831,"['A chocolate donut with a hole in the middle and a partial hole beside it.', 'Person holding a donut shaped object with a chain attached.', 'A man holds up what looks like a donut.', 'A man holds up a chocolate doughnut with chocolate frosting.', 'A young person that is holding a donut in front of their face.']"
967,4836,"['A small bowl containing food beside a coffee cup.', 'Two doughnut holes in a bowl next to a cup of coffee.', 'A cup of coffee and a bowl of muffins on a dining table.', 'a close up of a bowl of food near a cup', 'A cup off coffee and two muffins on a table.']"
968,4841,"['A kid in a field with a muffin.', 'a small boy in a red shirt is holding a donut', 'A young boy holding up a piece of food at a park.', 'Little boy eating a donut at a fair.', 'A boy holds something in front of him.']"
969,4846,"['A black and white panda bear sitting on the ground next to a white thing.', 'The Panda is licking the large mound of food.', 'A panda bear trying to eat from a pack.', 'A panda inspecting something that is in front of it.', 'A panda bear investigating a strange object in its pen']"
970,4851,"['A bluebery cake is on a plate and is topped with butter.', 'A piece of cake with butter on it sits next to an orange slice. ', 'A large piece of blueberry cake on a plate.', 'A plate of food attractively arranged on a table.', 'A plate of blueberry coffee cake with butter and an orange slice on a table with breakfast foods.']"
971,4856,"['A large slice of angel food cake sitting on top of a plate.', 'A small plate contains a large slice of cake. ', 'A quarter of a cake on a plate', 'A large piece of yellow cake sits on a plate.', 'A large slab of sponge cake sits upon a flowery plate.']"
972,4861,"['A man standing over an ironing board wearing a gas mask.', 'A man wearing a mask holding a sander.', 'a male in a black shirt is sanding a board', 'A man wearing a protective mask is sanding wood.', 'A man wearing a mask is doing some woodworking.']"
973,4866,"['A giant sonic the hedgehog standing on a beach with a surfboard.', 'A cartoon character and North Shore surfboard are in the sands of this beach.', 'A large figure and a surf board in the sand.', 'A large Sonic statue on a beach next to a surf board.', 'A cartoon character standing on the beach by a surf boards standing in the sand.']"
974,4871,"['Soccor players approach a ball that is in the air.', 'Several young male soccer players play on a field as a ball sails overhead.', 'a group of people playing soccer in a field', 'Soccer players look on as the soccer ball flies in the air.', 'Several men playing with a soccer ball in a park.']"
975,4876,"['A toddler is drinking from a bottle while sitting on a bed.', 'A small child is sitting on the bed while drinking.', 'The little boy is sitting on the bed', 'A small boy with a cap with a bottle on the bed', 'A young boy sitting on a bed drinking a bottle of juice.']"
976,4881,"['A minimalist bedroom with low furniture and a quote on the wall.', 'A large white bed sitting in a bedroom next to pictures.', 'An image of a bed with a quote at the top', 'a message poster with a bed and writing above it ', 'A advertisement for a bed spread and mattress. The room looks very elegant.']"
977,4886,"['there is a surfer that is riding a wave in the ocean', 'a person standing on a surfboard and riding a wave', 'A man on a surf board surfing on the sea.', 'a person is riding a wave on a surfboard', 'a man that is on a surfboard in some water']"
978,4891,"['A man laying in a bed next to a woman.', 'A happy young couple fast asleep in their comfortable bed. ', 'Two people lying together and facing each other in a bed.', 'two people layin in a bed under the blankets ', 'A shirtless man laying next to a woman and looking at her.']"
979,4896,"['A boy holding a tennis racquet on a tennis court.', 'A boy at an apartment complex lot is in motion.', 'a boy close to a fenchh looking like is is going to throw something ', 'A man taking a swing at  a tennis ball', 'Boy in a striped shirt playing on a tennis court.']"
980,4901,"['A tv remote control sits on a table.', 'The remote is left on the table for anyone who needs it.', 'A gray television remote control on a wood surface.', 'A black remote laying on a wooden surface.', 'A television remote control laying on a wood piece of furniture.']"
981,4906,"['The blonde woman in the red checked shirt is learning to use Wii Fit.', 'A woman attending an exposition about the future.', 'A woman standing next to another woman in a building.', 'Woman with checkered shirt trying Wii Fit at Expo.', 'a couple of women stand in a video game booth ']"
982,4911,"['A computer desk topped with a large monitor.', 'A computer on a small wooden desk cluttered with many items.', 'A desk with a computer, office items, and CDs on it.', 'Home desk with computer and other assorted electronics.', 'A home office of someone making lots of CDs']"
983,4916,"['A desk with a small white computer set up on it.', 'A desk with a laptop, alarm clock, and office supplies.', 'A desk with a laptop and various other items on top of it.', 'A laptop and keyboard sit on a desk.  ', 'Computer and other office supplies on a neatly organized work space.']"
